customer_id,cust_age,job_title,marital_status,education,has_default_loan,cust_balance,has_mortgage_loan,has_personal_loan,contact_channel,contact_day,contact_month,contact_duration,campaign,pdays,previous_contacts,previous_outcome,is_subscribed
23957,54.0,engineer,divorced,secondary,no,136.0,no,yes,social-network,10,jul,151,4,-1,0,,False
15582,32.0,blue-collar,married,secondary,no,38.0,yes,no,,23,may,368,5,-1,0,,False
53744,27.0,,single,university-degree,no,6421.0,no,no,social-network,18,may,315,3,110,4,failure,False
46861,40.0,site-admin,married,,no,9110.0,yes,no,social-network,12,may,234,6,174,3,failure,False
31905,34.0,engineer,single,secondary,no,112.0,no,no,social-network,20,aug,123,2,-1,0,,False
27282,58.0,site-admin,divorced,secondary,no,447.0,no,no,social-network,28,jul,405,4,-1,0,,False
12042,28.0,blue-collar,married,primary,no,26.0,no,no,,12,may,40,3,-1,0,,False
22039,55.0,servant,divorced,,no,1276.0,no,no,,20,jun,8,12,-1,0,,False
39086,46.0,blue-collar,married,primary,no,1941.0,yes,no,social-network,2,feb,90,1,-1,0,,False
25507,34.0,site-admin,divorced,secondary,no,1927.0,no,yes,social-network,18,jul,142,2,-1,0,,False
23666,33.0,blue-collar,married,primary,no,-191.0,yes,yes,social-network,9,jul,1290,4,-1,0,,True
50985,39.0,manager,married,university-degree,no,1301.0,no,no,social-network,13,aug,233,1,-1,0,,False
31327,33.0,engineer,married,secondary,no,804.0,no,yes,telephone,18,aug,212,2,-1,0,,False
39465,28.0,entrepreneur,married,university-degree,no,59.0,no,no,social-network,3,feb,330,3,190,6,failure,False
13398,55.0,mechanic,divorced,primary,no,2923.0,yes,no,,15,may,104,2,-1,0,,False
30390,50.0,manager,married,university-degree,no,412.0,yes,yes,social-network,11,aug,40,5,-1,0,,False
20608,50.0,blue-collar,divorced,primary,no,4882.0,yes,no,,16,jun,320,2,-1,0,,False
48350,25.0,blue-collar,single,secondary,no,171.0,yes,no,social-network,15,may,178,1,359,2,failure,False
42521,52.0,manager,married,primary,no,98.0,yes,no,social-network,17,apr,402,1,345,2,failure,False
26235,29.0,engineer,single,university-degree,no,48.0,yes,no,social-network,23,jul,164,1,-1,0,,False
39800,40.0,self-employed,single,,no,109.0,yes,no,social-network,4,feb,258,1,-1,0,,False
15221,37.0,engineer,single,secondary,no,363.0,yes,no,,23,may,110,3,-1,0,,False
34274,57.0,blue-collar,married,secondary,no,1540.0,yes,no,social-network,17,nov,564,1,-1,0,,True
39754,54.0,site-admin,single,secondary,no,15.0,yes,no,social-network,4,feb,93,1,-1,0,,False
44705,35.0,site-admin,married,primary,no,-229.0,yes,no,social-network,5,may,176,1,-1,0,,False
35005,50.0,mechanic,married,primary,no,1260.0,no,no,social-network,18,nov,172,1,-1,0,,False
22971,27.0,blue-collar,single,primary,no,/1659.0,no,yes,social-network,7,jul,447,3,-1,0,,False
54575,27.0,blue-collar,single,secondary,no,535.0,no,no,social-network,16,aug,265,3,95,4,success,True
46045,54.0,entrepreneur,married,primary,no,943.0,yes,yes,telephone,11,may,194,1,340,2,failure,False
23993,31.0,student,married,primary,no,46.0,yes,no,social-network,10,jul,487,1,-1,0,,True
40944,58.0,blue-collar,married,primary,no,42.0,yes,no,social-network,9,feb,96,6,264,3,failure,False
12227,23.0,student,single,university-degree,no,250.0,yes,no,,12,may,166,2,-1,0,,False
47470,31.0,mechanic,married,secondary,no,143.0,yes,no,social-network,13,may,221,2,-1,0,,False
48872,30.0,engineer,single,secondary,no,120.0,yes,no,social-network,18,may,74,1,-1,0,,False
25727,48.0,manager,single,university-degree,no,414.0,no,no,social-network,21,jul,761,2,-1,0,,False
14224,41.0,blue-collar,married,primary,no,262.0,yes,no,,19,may,89,1,-1,0,,False
16523,44.0,blue-collar,married,primary,no,1432.0,yes,yes,,27,may,63,9,-1,0,,False
14683,30.0,mechanic,single,secondary,no,862.0,yes,yes,,20,may,550,2,-1,0,,False
19515,29.0,blue-collar,single,primary,no,213.0,yes,no,,6,jun,2653,3,-1,0,,True
21944,48.0,blue-collar,divorced,primary,no,,no,no,,20,jun,23,3,-1,0,,False
38359,50.0,self-employed,married,secondary,no,2061.0,yes,yes,social-network,29,jan,197,2,244,3,failure,False
47181,35.0,blue-collar,married,secondary,no,247.0,yes,yes,social-network,13,may,114,1,352,5,failure,False
33243,36.0,manager,single,university-degree,no,0.0,no,no,social-network,27,aug,134,2,-1,0,,False
44016,45.0,engineer,married,university-degree,no,31630.0,no,no,social-network,30,apr,209,1,-1,0,,False
39205,27.0,student,single,secondary,no,1625.0!,no,no,social-network,2,feb,180,5,-1,0,,False
50483,33.0,manager,single,university-degree,no,1160.0,yes,yes,social-network,7,jul,139,1,391,2,failure,False
14195,42.0,manager,married,university-degree,no,365.0,yes,no,,19,may,49,2,-1,0,,False
43661,33.0,site-admin,divorced,university-degree,no,1586.0,no,no,social-network,20,apr,39,4,-1,0,,False
28841,45.0,engineer,married,secondary,no,2433.0,no,no,social-network,4,aug,81,1,-1,0,,False
33250,32.0,engineer,single,secondary,no,1107.0,no,no,social-network,27,aug,113,8,-1,0,,False
25278,40.0,engineer,married,university-degree,no,5152.0,yes,yes,social-network,18,jul,121,2,-1,0,,False
45111,35.0,engineer,married,secondary,no,2468.0,yes,no,social-network,6,may,187,8,-1,0,,False
48394,53.0,manager,divorced,university-degree,no,50.0,yes,no,social-network,15,may,669,1,337,3,failure,True
43416,44.0,blue-collar,married,primary,no,-337.0,yes,no,social-network,20,apr,326,3,-1,0,,False
47889,46.0,site-admin,single,secondary,no,-976.0,yes,yes,social-network,14,may,111,1,-1,0,,False
29152,60.0,pensioner,married,university-degree,no,1766.0,no,no,social-network,5,aug,344,1,-1,0,,False
13893,41.0,manager,divorced,university-degree,no,647.0,yes,no,,16,may,270,1,-1,0,,False
23572,39.0,manager,married,university-degree,no,1070.0,yes,yes,social-network,9,jul,71,1,-1,0,,False
41024,44.0,engineer,married,secondary,no,2981.0,yes,yes,social-network,10,feb,118,2,-1,0,,False
20576,37.0,blue-collar,married,primary,no,-107.0,yes,no,,16,jun,25,1,-1,0,,False
48801,33.0,mechanic,married,secondary,no,2533.0,yes,no,social-network,18,may,16,6,180,2,other,False
11825,29.0,self-employed,single,university-degree,no,5406.0,no,no,,9,may,530,2,-1,0,,False
44401,56.0,site-admin,married,primary,no,2086.0,yes,no,social-network,5,may,159,8,-1,0,,False
41758,56.0,engineer,married,secondary,no,2847.0,no,no,social-network,8,apr,327,1,-1,0,,True
13309,44.0,manager,married,university-degree,no,2400.0,yes,no,,15,may,74,1,-1,0,,False
26300,52.0,blue-collar,married,secondary,no,1027.0,no,no,social-network,23,jul,59,1,-1,0,,False
40535,,engineer,single,secondary,no,0.0,yes,yes,social-network,5,feb,95,4,-1,0,,False
32199,37.0,manager,married,secondary,no,,no,no,social-network,21,aug,119,4,-1,0,,False
38189,27.0,student,single,secondary,no,980.0,no,no,social-network,29,jan,503,1,-1,0,,False
46770,36.0,blue-collar,married,secondary,no,82.0,yes,no,social-network,12,may,137,2,-1,0,,False
52109,54.0,engineer,married,secondary,no,473.0,no,yes,social-network,2,nov,182,1,81,1,failure,True
29726,33.0,engineer,married,secondary,no,2376.0,no,no,social-network,7,aug,278,3,-1,0,,False
24299,32.0,blue-collar,married,secondary,no,-230.0,yes,no,social-network,14,jul,331,2,-1,0,,False
53495,34.0,engineer,single,secondary,no,1313.0,no,no,social-network,19,apr,237,4,-1,0,,False
21109,49.0,manager,married,primary,no,1330.0,no,yes,,18,jun,37,1,-1,0,,False
41659,40.0,blue-collar,married,primary,no,2133.0,yes,yes,social-network,6,apr,377,3,325,1,failure,False
49962,30.0,manager,married,university-degree,no,2694.0,no,no,social-network,3,jun,192,1,-1,0,,False
29083,57.0,servant,married,primary,no,1142.0,no,no,social-network,5,aug,238,2,-1,0,,False
14534,36.0,blue-collar,divorced,secondary,no,221.0,yes,no,,20,may,189,1,-1,0,,False
49965,59.0,pensioner,married,primary,no,2632.0,no,no,social-network,3,jun,123,1,-1,0,,False
22589,36.0,engineer,married,,no,88.0,yes,yes,,4,jul,124,2,-1,0,,False
49844,43.0,blue-collar,married,secondary,no,1025.0,yes,no,social-network,2,jun,106,1,-1,0,,False
11792,40.0,blue-collar,married,primary,no,117.0,yes,no,,9,may,215,2,-1,0,,False
50259,,site-admin,single,university-degree,no,1185.0,no,no,social-network,15,jun,135,1,-1,0,,False
46850,33.0,site-admin,single,secondary,no,-15.0,no,no,telephone,12,may,326,3,350,2,failure,False
19908,44.0,mechanic,divorced,secondary,no,20.0,no,no,,9,jun,98,1,-1,0,,False
52242,32.0,manager,married,university-degree,no,1331.0,no,no,social-network,12,nov,126,1,92,5,failure,True
42881,,entrepreneur,married,primary,no,495.0,yes,no,social-network,17,apr,384,2,-1,0,,False
30943,58.0,pensioner,married,secondary,no,8332.0,no,no,social-network,13,aug,740,4,-1,0,,False
38184,26.0,engineer,single,secondary,no,455.0,no,no,social-network,29,jan,240,1,182,8,other,False
33620,58.0,servant,married,primary,no,7881.0,no,no,social-network,28,aug,507,8,-1,0,,False
31420,38.0,engineer,divorced,secondary,no,1221.0,yes,yes,social-network,18,aug,73,7,-1,0,,False
38671,32.0,mechanic,married,secondary,no,605.0,yes,no,social-network,30,jan,164,1,-1,0,,False
42295,33.0,unemployed,married,university-degree,no,302.0,yes,yes,social-network,16,apr,670,1,-1,0,,False
24300,31.0,mechanic,married,secondary,no,6.0,yes,no,social-network,14,jul,155,2,-1,0,,False
26131,26.0,mechanic,single,secondary,yes,0.0,no,yes,social-network,22,jul,240,10,-1,0,,False
39144,34.0,unemployed,divorced,university-degree,no,182.0,yes,no,social-network,2,feb,170,1,-1,0,,False
16474,28.0,blue-collar,single,,no,913.0,yes,no,,27,may,580,2,-1,0,,False
45634,34.0,unemployed,married,secondary,no,1243.0,yes,yes,social-network,8,may,157,4,-1,0,,False
45135,48.0,blue-collar,married,primary,no,-254.0,yes,no,social-network,7,may,210,2,346,1,other,False
29945,42.0,engineer,single,secondary,no,146.0,no,no,social-network,8,aug,229,2,-1,0,,False
14370,27.0,site-admin,single,secondary,no,3776.0,yes,no,,19,may,217,2,-1,0,,False
37438,42.0,blue-collar,married,secondary,no,0.0,yes,no,social-network,21,nov,328,6,-1,0,,False
15166,,blue-collar,married,secondary,no,1138.0,yes,yes,,21,may,254,3,-1,0,,False
49961,55.0,entrepreneur,married,secondary,no,27624.0,no,no,telephone,3,jun,437,1,-1,0,,True
53015,29.0,engineer,single,secondary,no,113.0,no,no,social-network,12,feb,328,2,183,4,success,True
25663,35.0,self-employed,single,university-degree,no,577.0,yes,no,social-network,21,jul,90,1,-1,0,,False
20393,45.0,manager,married,primary,no,0.0,no,yes,,12,jun,54,1,-1,0,,False
38392,29.0,manager,married,university-degree,no,1258.0,yes,no,social-network,29,jan,287,1,-1,0,,False
40672,55.0,manager,divorced,secondary,no,698.0,yes,yes,social-network,6,feb,25,1,-1,0,,False
24566,35.0,blue-collar,divorced,secondary,no,0.0,no,no,social-network,15,jul,129,2,-1,0,,False
49294,31.0,site-admin,single,secondary,no,-422.0,yes,no,social-network,18,may,64,2,329,15,other,False
53844,65.0,pensioner,divorced,primary,no,1840.0,no,no,social-network,1,jun,383,2,188,5,failure,False
26244,37.0,manager,married,university-degree,no,1066.0,yes,no,social-network,23,jul,181,1,-1,0,,False
18711,57.0,site-admin,divorced,secondary,no,-461.0,yes,yes,,4,jun,145,8,-1,0,,False
17657,45.0,engineer,married,secondary,no,3601.0,yes,no,,30,may,536,2,-1,0,,False
51120,67.0,pensioner,married,,no,696.0,no,no,telephone,17,aug,119,1,105,2,failure,False
15095,33.0,blue-collar,single,primary,no,1390.0,yes,no,,21,may,192,1,-1,0,,False
45216,32.0,engineer,single,university-degree,no,514.0,yes,yes,social-network,7,may,138,1,168,1,failure,False
53161,47.0,site-admin,married,,no,66.0,no,no,social-network,26,feb,297,1,203,1,success,False
35048,44.0,manager,divorced,university-degree,no,3340.0,no,no,,18,nov,251,1,-1,0,,False
11853,43.0,blue-collar,single,primary,no,36.0,yes,no,,9,may,163,2,-1,0,,False
49876,38.0,engineer,married,secondary,no,1931.0,no,no,social-network,2,jun,167,1,298,10,other,False
37767,34.0,site-admin,married,secondary,no,260.0,no,no,social-network,28,jan,50,1,-1,0,,False
21294,57.0,blue-collar,married,,no,4722.0,yes,no,,18,jun,121,2,-1,0,,False
51253,39.0,engineer,married,secondary,no,116.0,no,no,social-network,24,aug,79,2,94,2,success,False
12535,53.0,pensioner,married,university-degree,no,1691.0,no,no,,13,may,916,2,-1,0,,False
54022,60.0,pensioner,married,secondary,no,2060.0,no,no,social-network,29,jun,135,4,95,4,failure,False
54236,57.0,pensioner,married,secondary,no,3738.0,yes,no,social-network,20,jul,178,2,92,8,failure,True
49317,24.0,blue-collar,single,secondary,no,5482.0,yes,no,social-network,18,may,424,2,-1,0,,False
17025,40.0,manager,married,university-degree,no,481.0,yes,no,,28,may,198,2,-1,0,,False
54532,39.0,blue-collar,married,secondary,no,1382.0,yes,no,social-network,12,aug,357,1,182,2,success,True
43719,78.0,pensioner,married,primary,no,8556.0,no,no,telephone,21,apr,137,2,-1,0,,True
48241,34.0,engineer,married,secondary,no,-25.0,no,no,social-network,15,may,207,1,-1,0,,False
45886,34.0,blue-collar,married,secondary,no,0.0,yes,no,social-network,8,may,325,1,170,2,failure,False
45427,44.0,manager,married,university-degree,no,430.0,no,no,social-network,7,may,97,2,171,2,failure,False
28396,47.0,site-admin,married,secondary,no,3936.0,yes,no,telephone,31,jul,15,2,-1,0,,False
28955,54.0,manager,married,university-degree,no,11391.0,no,no,social-network,4,aug,333,1,-1,0,,False
30723,35.0/,manager,married,university-degree,no,46.0,yes,no,social-network,13,aug,96,2,-1,0,,False
46902,38.0,blue-collar,single,primary,no,947.0,yes,no,social-network,12,may,361,2,-1,0,,False
29512,31.0,engineer,married,secondary,no,246.0,no,no,social-network,7,aug,159,2,-1,0,,False
46407,34.0,engineer,single,secondary,no,174.0,no,no,telephone,11,may,259,4,-1,0,,False
16083,51.0,blue-collar,married,primary,no,51.0,no,no,,27,may,121,2,-1,0,,False
21603,40.0,manager,married,university-degree,no,20.0,yes,no,,19,jun,106,2,-1,0,,False
14406,36.0,manager,married,university-degree,no,806.0,yes,no,,20,may,280,1,-1,0,,False
10478,37.0,site-admin,single,secondary,no,140.0,yes,no,,6,may,310,1,-1,0,,False
15108,39.0,manager,married,university-degree,no,2271.0,yes,no,,21,may,575,2,-1,0,,False
25606,38.0,manager,single,university-degree,no,2357.0,yes,no,social-network,21,jul,184,1,-1,0,,False
31836,34.0,engineer,married,university-degree,no,0.0,no,no,social-network,20,aug,129,2,-1,0,,False
12699,35.0,blue-collar,married,primary,no,11.0,yes,no,,13,may,326,4,-1,0,,False
51818,40.0,self-employed,married,university-degree,no,13669.0,no,no,social-network,15,oct,138,1,136,8,other,False
29912,50.0,manager,married,university-degree,no,290.0,no,yes,social-network,8,aug,50,2,-1,0,,False
21840,43.0,site-admin,married,secondary,no,506.0,no,no,,20,jun,398,1,-1,0,,False
31615,33.0,manager,divorced,university-degree,no,0.0,yes,yes,social-network,19,aug,275,8,-1,0,,False
33515,49.0,servant,married,secondary,no,500.0,no,yes,social-network,28,aug,105,2,-1,0,,False
42974,51.0,blue-collar,married,primary,no,216.0,yes,no,social-network,17,apr,666,3,274,3,failure,False
10298,42.0,blue-collar,divorced,primary,no,28.0,yes,no,,5,may,126,3,-1,0,,False
47601,33.0,engineer,single,secondary,no,1733.0,yes,no,social-network,14,may,895,3,-1,0,,False
47225,34.0,mechanic,married,secondary,no,1314.0,yes,no,social-network,13,may,124,1,-1,0,,False
21570,57.0,pensioner,married,secondary,no,2020.0,no,no,,19,jun,93,4,-1,0,,False
46793,40.0,site-admin,married,secondary,no,419.0,yes,yes,social-network,12,may,92,1,369,1,failure,False
52532,32.0,site-admin,single,secondary,no,131.0,yes,no,social-network,21,dec,322,1,189,1,success,True
35181,59.0,engineer,divorced,secondary,no,797.0,yes,no,social-network,18,nov,319,2,165,2,failure,False
25933,42.0,servant,married,primary,no,4279.0,yes,no,social-network,22,jul,98,1,-1,0,,False
29225,43.0,manager,married,university-degree,no,136.0,no,no,social-network,6,aug,120,2,-1,0,,False
13218,48.0,site_administrator,divorced,secondary,no,1108.0,yes,no,,15,may,420,1,-1,0,,False
31360,56.0,site-admin,divorced,secondary,no,985.0,no,yes,social-network,18,aug,150,2,-1,0,,False
39170,31.0,mechanic,single,secondary,no,125.0,no,no,social-network,2,feb,360,1,-1,0,,False
33202,32.0,manager,single,university-degree,no,1836.0,no,no,social-network,27,aug,96,9,-1,0,,False
17406,37.0,engineer,married,university-degree,no,472.0,yes,no,,29,may,294,3,-1,0,,False
32744,38.0,manager,married,university-degree,no,1463.0,yes,no,social-network,25,aug,425,4,-1,0,,False
21612,55.0,servant,married,primary,no,136.0,yes,no,,19,jun,15,10,-1,0,,False
41633,38.0,engineer,single,secondary,no,12926.0,yes,no,social-network,6,apr,271,2,307,1,failure,False
16825,29.0,mechanic,married,secondary,no,11417.0,yes,no,,28,may,272,2,-1,0,,False
23772,38.0,engineer,married,secondary,no,-475.0,yes,no,social-network,10,jul,234,1,-1,0,,False
47917,29.0,engineer,single,secondary,no,1331.0,yes,yes,social-network,14,may,246,1,-1,0,,False
35670,32.0,engineer,married,secondary,no,599.0,no,no,social-network,19,nov,79,1,-1,0,,False
33111,33.0,engineer,single,university-degree,no,469.0,no,no,social-network,26,aug,158,9,-1,0,,False
50717,32.0,manager,single,university-degree,no,697.0,no,no,social-network,7,aug,119,1,99,3,failure,False
41348,36.0,entrepreneur,divorced,university-degree,no,3407.0,no,no,social-network,16,mar,392,4,-1,0,,True
38376,26.0,manager,divorced,university-degree,yes,-402.0,no,yes,social-network,29,jan,66,2,262,2,failure,False
42298,24.0,student,married,,no,146.0,no,no,social-network,16,apr,176,1,-1,0,,False
20819,37.0,mechanic,single,secondary,no,3.0,no,no,,17,jun,527,1,-1,0,,False
51301,36.0,engineer,single,university-degree,no,40.0,no,no,social-network,26,aug,359,3,-1,0,,False
24081,45.0,servant,married,secondary,no,0.0,no,no,social-network,11,jul,216,2,-1,0,,False
41469,33.0,site-admin,single,secondary,no,285.0,yes,no,social-network,1,apr,427,1,329,1,other,False
18750,28.0,blue-collar,single,secondary,yes,0.0,yes,no,,4,jun,237,1,-1,0,,False
29255,31.0,engineer,married,university-degree,no,338.0,no,no,social-network,6,aug,184,2,-1,0,,False
42360,56.0,site-admin,married,secondary,no,51.0,yes,yes,social-network,16,apr,75,1,-1,0,,False
33346,41.0,manager,married,university-degree,yes,852.0,yes,yes,social-network,27,aug,157,10,-1,0,,False
16544,42.0,mechanic,married,secondary,no,3620.0,yes,no,,27,may,22,16,-1,0,,False
39370,27.0,student,single,,no,1444.0,no,no,social-network,2,feb,248,2,-1,0,,False
25638,35.0,engineer,divorced,secondary,no,103.0,yes,no,social-network,21,jul,304,1,-1,0,,False
48204,30.0,site-admin,single,secondary,no,278.0,yes,no,social-network,15,may,148,1,-1,0,,False
26785,37.0,site-admin,married,secondary,no,3226.0,yes,yes,social-network,24,jul,226,3,-1,0,,False
47170,27.0,blue-collar,divorced,secondary,no,0.0,yes,no,telephone,13,may,363,1,359,3,failure,False
50892,34.0,engineer,married,secondary,no,256.0,yes,no,social-network,12,aug,201,2,267,1,failure,False
41563,38.0,engineer,married,secondary,no,275.0,yes,no,social-network,3,apr,277,2,333,1,failure,False
14417,31.0,blue-collar,married,secondary,no,-88.0,yes,no,,20,may,202,6,-1,0,,False
32013,57.0,servant,married,primary,no,0.0,no,no,social_network,20,aug,252,3,-1,0,,False
51779,74.0,pensioner,married,university-degree,no,1124.0,no,no,telephone,13,oct,200,2,-1,0,,False
31823,33.0,engineer,married,secondary,no,956.0,yes,yes,social-network,20,aug,120,2,-1,0,,False
20893,46.0,blue-collar,married,secondary,no,1270.0,yes,no,,17,jun,277,1,-1,0,,False
45507,31.0,site-admin,married,secondary,no,799.0,yes,no,social-network,7,may,556,3,-1,0,,False
25366,33.0,blue-collar,married,secondary,no,89.0,yes,no,social-network,18,jul,278,2,-1,0,,True
